dataset_number,proposed_filename,section,source_relative_path,source_extension,technique,content_label
882,VZ2_062_021_UK_D_0882_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
883,VZ2_062_021_UK_D_0883_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
884,VZ2_062_021_UK_D_0884_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
885,VZ2_062_021_UK_D_0885_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
886,VZ2_062_021_UK_D_0886_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
887,VZ2_062_021_UK_D_0887_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
888,VZ2_062_021_UK_D_0888_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
889,VZ2_062_021_UK_D_0889_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
890,VZ2_062_021_UK_D_0890_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
891,VZ2_062_021_UK_D_0891_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
892,VZ2_062_021_UK_D_0892_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
893,VZ2_062_021_UK_D_0893_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
894,VZ2_062_021_UK_D_0894_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_24_Loopeis 1,46V_120s_4_PEIS from 650Hz to 100Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 650Hz and 100Hz."
895,VZ2_062_021_UK_D_0895_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
896,VZ2_062_021_UK_D_0896_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
897,VZ2_062_021_UK_D_0897_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
898,VZ2_062_021_UK_D_0898_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
899,VZ2_062_021_UK_D_0899_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
900,VZ2_062_021_UK_D_0900_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
901,VZ2_062_021_UK_D_0901_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
902,VZ2_062_021_UK_D_0902_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
903,VZ2_062_021_UK_D_0903_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
904,VZ2_062_021_UK_D_0904_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
905,VZ2_062_021_UK_D_0905_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
906,VZ2_062_021_UK_D_0906_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
907,VZ2_062_021_UK_D_0907_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
908,VZ2_062_021_UK_D_0908_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
909,VZ2_062_021_UK_D_0909_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
910,VZ2_062_021_UK_D_0910_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
911,VZ2_062_021_UK_D_0911_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
912,VZ2_062_021_UK_D_0912_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
913,VZ2_062_021_UK_D_0913_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
914,VZ2_062_021_UK_D_0914_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_25_Loopeis 1,46V_120s_5_PEIS from 65Hz to 10Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 120 s, with PEIS frequency in between 65Hz and 10Hz."
915,VZ2_062_021_UK_D_0915_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_26_Loopeis 1,46V_180s_1_initial_loops_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, initial loops."
916,VZ2_062_021_UK_D_0916_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_26_Loopeis 1,46V_180s_1_initial_loops_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, initial loops."
917,VZ2_062_021_UK_D_0917_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
918,VZ2_062_021_UK_D_0918_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
919,VZ2_062_021_UK_D_0919_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
920,VZ2_062_021_UK_D_0920_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
921,VZ2_062_021_UK_D_0921_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
922,VZ2_062_021_UK_D_0922_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
923,VZ2_062_021_UK_D_0923_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
924,VZ2_062_021_UK_D_0924_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
925,VZ2_062_021_UK_D_0925_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
926,VZ2_062_021_UK_D_0926_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
927,VZ2_062_021_UK_D_0927_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
928,VZ2_062_021_UK_D_0928_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
929,VZ2_062_021_UK_D_0929_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
930,VZ2_062_021_UK_D_0930_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
931,VZ2_062_021_UK_D_0931_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
932,VZ2_062_021_UK_D_0932_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
933,VZ2_062_021_UK_D_0933_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
934,VZ2_062_021_UK_D_0934_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
935,VZ2_062_021_UK_D_0935_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
936,VZ2_062_021_UK_D_0936_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_27_Loopeis 1,46V_180s_2_PEIS from 65kHz to 10kHz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 65kHz and 10kHz."
937,VZ2_062_021_UK_D_0937_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
938,VZ2_062_021_UK_D_0938_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
939,VZ2_062_021_UK_D_0939_v2.mpt,open_cell_time_gaps,"1,46 V different time gaps open cell\L_28_Loopeis 1,46V_180s_3_PEIS from 6500Hz to 1000Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in open cathode configuration with OCV time gap 180 s, with PEIS frequency in between 6500Hz and 1000Hz."
